Compound_Position,Compound_Name,log2_shNC_mean,log2_shRB1_1_mean,log2_shRB1_1_mean_shNC_mean
SK03A13,UK 383367,0.441474051,-0.098355535,0.539829586
SK03A14,Rutin,0.439630776,-0.097835983,0.537466759
SK03A15,Esomeprazole Sodium ,0.597312375,-0.03907456,0.636386935
SK03A16,Synephrine,0.491469124,-0.12726932,0.618738443
SK03A17,(-)-Epigallocatechin Gallate,0.606857568,-0.201315279,0.808172847
SK03A18,Vanillylacetone,0.697789639,-0.199812111,0.89760175
SK03A19,Apigenin,0.80540309,-0.012259536,0.817662626
SK03A20,Diosmetin,0.750195767,-0.020580126,0.770775893
SK03A21,Bergenin,0.674124349,-0.103772568,0.777896916
SK03A22,Naringin Dihydrochalcone,0.675600691,-0.116386915,0.791987607
SK03A23,DMSO,0.762474547,-0.141981827,0.904456374
SK03A24,DMSO,0.673557327,-0.184332385,0.857889712
SK03B01,Dihydromyricetin,-0.241717679,-0.119249177,-0.122468502
SK03B02,Miconazole ,-0.210476722,-0.298162904,0.087686183
SK03B03,Paeoniflorin,-0.259677671,-0.068138309,-0.191539362
SK03B04,Trospium chloride ,-0.203168343,-0.256516885,0.053348542
SK03B05,Apocynin,-0.230603025,-0.174524674,-0.056078351
SK03B06,Terbinafine HCl ,-0.186176135,-0.205331374,0.019155239
SK03B07,Forskolin,-0.156503205,-0.13199409,-0.024509115
SK03B08,Phenylephrine HCl,-0.255608401,-0.225259688,-0.030348713
SK03B09,Clindamycin HCl ,-0.10109909,-0.088590932,-0.012508158
SK03B10,Thiamphenicol,-0.085174093,-0.211271642,0.126097549
SK03B11,Fluocinolone Acetonide,-0.114301872,-0.035758295,-0.078543577
SK03B12,Clindamycin palmitate HCl,-0.087040106,-0.052382768,-0.034657338
SK03B13,Manidipine 2HCl,-0.096721947,0.008335367,-0.105057314
SK03B14,Buflomedil HCl,-0.045340263,-0.070823191,0.025482929
SK03B15,Olanzapine,0.092195126,0.032974127,0.059220999
SK03B16,MG-132,-2.849469683,-1.841652211,-1.007817472
SK03B17,Racecadotril ,0.374472726,-0.040998854,0.41547158
SK03B18,PNU-120596,0.523476785,-0.029132689,0.552609474
SK03B19,Vardenafil HCl Trihydrate,0.585223985,-0.042731417,0.627955401
SK03B20,TAK-875,0.570729535,-0.025913772,0.596643308
SK03B21,Alizarin,0.499329073,-0.075091682,0.574420755
SK03B22,ICG-001,-0.304541775,-0.247990474,-0.0565513
SK03B23,DMSO,0.470787976,-0.225784012,0.696571988
SK03B24,DMSO,0.556617708,-0.038362595,0.594980303
SK03C01,AZD8330,-0.149569634,-0.055492572,-0.094077062
SK03C02,Cytisine,-0.334527404,-0.177002432,-0.157524971
SK03C03,Tebipenem Pivoxil,-0.243376933,-0.225399516,-0.017977416
SK03C04,Glycyrrhizin (Glycyrrhizic Acid),-0.235334738,-0.198882168,-0.036452571
SK03C05,Telotristat Etiprate (LX 1606 Hippurate),-0.058288253,-0.059226621,0.000938368
SK03C06,Icariin,-0.267823875,-0.188550163,-0.079273712
SK03C07,SB505124,-0.260684116,-0.200377241,-0.060306876
SK03C08,(+)-Matrine,-0.294181598,-0.281323965,-0.012857634
SK03C09,Aliskiren Hemifumarate,-0.26819503,-0.154761481,-0.113433549
SK03C10,Neohesperidin,-0.205498923,-0.202711315,-0.002787609
SK03C11,Mubritinib (TAK 165),-0.507167316,-2.612354644,2.105187329
SK03C12,(-)-Parthenolide,-0.069088133,0.106110977,-0.175199111
SK03C13,TAME,-0.052529353,-0.146581598,0.094052245
SK03C14,Salicin,-0.128867642,-0.040677761,-0.088189881
SK03C15,Volasertib (BI 6727),-3.130947936,-2.111109804,-1.019838132
SK03C16,Tangeretin,-0.05126613,-0.023425031,-0.0278411
SK03C17,(+)-Usniacin,-0.021342967,-0.0690569,0.047713933
SK03C18,Xanthone,-0.052792836,-0.234058626,0.18126579
SK03C19,Arbutin,0.176399239,-0.096005685,0.272404924
SK03C20,D-Mannitol,-0.022235162,-0.143361542,0.12112638
SK03C21,Berberine HCl,-2.875148354,-2.563339157,-0.311809196
SK03C22,Polydatin,0.039846782,-0.050212613,0.090059395
SK03C23,DMSO,0.044833446,-0.1178401,0.162673546
SK03C24,DMSO,0.172805819,-0.062160194,0.234966013
SK03D01,Sodium Danshensu,-0.286954839,-0.254103264,-0.032851576
SK03D02,Secnidazole ,-0.272201686,-0.176955483,-0.095246203
SK03D03,Geniposide,-0.314527342,-0.381426161,0.06689882
SK03D04,Tolterodine tartrate,-0.246650936,-0.392402225,0.145751289
SK03D05,Rotundine,-0.210897377,-0.31078786,0.099890483
SK03D06,Cortisone acetate ,-0.276548165,-0.310532786,0.033984621
SK03D07,Equol,-0.128216488,-0.168242551,0.040026062
SK03D08,Prednisolone Acetate ,-0.240498261,-0.376716307,0.136218046
SK03D09,Clonidine HCl ,-0.186985007,-0.307071584,0.120086576
SK03D10,Clobetasol propionate,-0.198266596,-0.307318449,0.109051853
SK03D11,Gallamine Triethiodide ,-0.141635885,-0.202881742,0.061245857
SK03D12,L-Thyroxine,-0.253213839,-0.037208773,-0.216005066
SK03D13,Milrinone,-0.16243611,-0.1949945,0.032558389
SK03D14,Fluocinonide ,-0.155475121,-0.180145903,0.024670782
SK03D15,Olopatadine HCl ,-0.153347446,-0.210780171,0.057432724
SK03D16,AZD5438,-0.468577577,0.185980875,-0.654558452
SK03D17,Ribavirin ,-0.042646124,-0.272362719,0.229716595
SK03D18,GW3965 HCl,-0.042698768,-0.002052757,-0.040646011
SK03D19,Xylazine HCl,0.026423807,-0.053568937,0.079992744
SK03D20,NU7441 (KU-57788),-0.108975116,-0.037832765,-0.07114235
SK03D21,Ciclopirox ,-0.389107934,-0.254892147,-0.134215786
SK03D22,WAY-100635 Maleate,-0.072581021,-0.147753821,0.0751728
SK03D23,DMSO,-0.022882662,-0.042640447,0.019757785
SK03D24,DMSO,0.043135218,-0.034219974,0.077355192
SK03E01,GSK1292263,-0.803443689,-0.771787315,-0.031656374
SK03E02,Dihydroartemisinin (DHA),-0.221904479,-0.296126521,0.074222043
SK03E03,Almorexant HCl,-0.220381812,-0.250725525,0.030343713
SK03E04,Gossypol,-0.266078663,-0.406505369,0.140426706
SK03E05,Dichlorphenamide,-0.187560762,-0.427478358,0.239917596
SK03E06,Indole-3-carbinol,-0.278622785,-0.36556615,0.086943364
SK03E07,Avasimibe,-0.246280673,-0.311841485,0.065560812
SK03E08,Methyl-Hesperidin,-0.26312892,-0.34456256,0.081433639
SK03E09,BMS-794833,-0.235733275,-0.334783531,0.099050256
SK03E10,Nobiletin,-0.137637511,-0.149082005,0.011444495
SK03E11,Irinotecan HCl Trihydrate,-0.249056547,-0.339542109,0.090485562
SK03E12,Phloretin,-0.263325968,-0.278771609,0.015445641
SK03E13,"CAL-101 (Idelalisib, GS-1101)",-0.147291638,-0.144628459,-0.002663179
SK03E14,Sclareol,-0.238076035,-0.272536929,0.034460894
SK03E15,Palomid 529 (P529),-0.158828929,-0.147761837,-0.011067092
SK03E16,Tanshinone I,-0.208379697,-0.102925165,-0.105454532
SK03E17,3-Indolebutyric acid (IBA),-0.247714129,-0.11017617,-0.137537959
SK03E18,Yohimbine HCl,-0.212023609,-0.138619784,-0.073403824
SK03E19,Artemether,-0.275150725,-0.175607937,-0.099542788
SK03E20,Gastrodin,-0.147738082,-0.14856539,0.000827308
SK03E21,Bilobalide,-0.083331859,-0.227354754,0.144022895
SK03E22,Quercetin,-0.158835136,-0.17361831,0.014783175
SK03E23,DMSO,-0.181037575,-0.206487958,0.025450384
SK03E24,DMSO,-0.119458835,-0.162457417,0.042998582
SK03F01,Isoliquiritigenin,-0.35854205,-0.402418339,0.043876289
SK03F02,Acetanilide,-0.143396334,-0.388172752,0.244776418
SK03F03,Genipin,-0.14930469,-0.310738557,0.161433868
SK03F04,Sulbactam sodium ,-0.163758854,-0.480027873,0.316269019
SK03F05,Synephrine HCl,-0.246121313,-0.368033696,0.121912383
SK03F06,Amiloride hydrochloride dihydrate,-0.177358515,-0.370982526,0.193624011
SK03F07,Amantadine HCl,-0.176884733,-0.366476331,0.189591598
SK03F08,Tetracaine HCl ,-0.135895627,-0.369443313,0.233547686
SK03F09,Clozapine ,-0.1235225,-0.327090265,0.203567765
SK03F10,Brompheniramine hydrogen maleate,-0.264751962,-0.357020855,0.092268893
SK03F11,Hexestrol,-0.204541383,-0.136388411,-0.068152972
SK03F12,Gliclazide ,-0.218822819,-0.256307691,0.037484871
SK03F13,Mitoxantrone HCl,-5.735488746,-4.829658956,-0.90582979
SK03F14,Lonidamine,-0.227208222,-0.235921008,0.008712785
SK03F15,Oxymetazoline hydrochloride,-0.162394321,-0.311144206,0.148749885
SK03F16,PP121,-0.3686458,-0.236420408,-0.132225392
SK03F17,Rosiglitazone maleate,-0.287182879,-0.140475022,-0.146707857
SK03F18,URB597,-0.22830541,-0.251913509,0.023608099
SK03F19,Maprotiline HCl,-0.203165219,-0.093987246,-0.109177973
SK03F20,SNX-2112 (PF-04928473),-1.992297273,-1.277850404,-0.714446869
SK03F21,Dopamine HCl ,-0.177062327,-0.313076094,0.136013767
SK03F22,Clinofibrate,-0.123090463,-0.102115252,-0.020975211
SK03F23,DMSO,-0.17479765,-0.235512187,0.060714538
SK03F24,DMSO,-0.129179754,-0.171344491,0.042164737
SK03G01,"LDE225 (NVP-LDE225,Erismodegib)",-0.887038333,-0.801563319,-0.085475014
SK03G02,DL-Carnitine HCl,-0.397815129,-0.373526136,-0.024288993
SK03G03,RAF265 (CHIR-265),-0.229931558,-0.246975094,0.017043536
SK03G04,Gramine,-0.28018188,-0.484398068,0.204216188
SK03G05,AG-14361,-0.228936231,-0.469814794,0.240878564
SK03G06,Kaempferol,-0.22253223,-0.315375109,0.092842879
SK03G07,AZD8931 (Sapitinib),-0.163224633,-0.355827887,0.192603254
SK03G08,Morin Hydrate,-0.291085064,-0.442814155,0.151729091
SK03G09,NVP-BHG712,-0.025277211,-0.120731672,0.095454461
SK03G10,Oleanolic Acid,-0.227548495,-0.391857415,0.16430892
SK03G11,PP242,-0.168931906,0.092822636,-0.261754543
SK03G12,Phlorizin,-0.300815161,-0.376820491,0.07600533
SK03G13,PIK-294,-0.244745397,-0.159054349,-0.085691048
SK03G14,Sclareolide,-0.26927843,-0.283858066,0.014579636
SK03G15,Fesoterodine Fumarate ,-0.256179594,-0.317888631,0.061709038
SK03G16,Tanshinone IIA,-0.416560078,-0.205270715,-0.211289363
SK03G17,4-Methylumbelliferone (4-MU),-0.329366338,-0.272603237,-0.056763101
SK03G18,5-hydroxytryptophan (5-HTP),-0.341803724,-0.269573399,-0.072230325
SK03G19,Artesunate,-0.305953307,-0.311133543,0.005180236
SK03G20,Hematoxylin,-0.263355399,-0.161427967,-0.101927432
SK03G21,Caffeic Acid,-0.131847758,-0.275224494,0.143376736
SK03G22,Sesamin,-0.098708586,-0.146563802,0.047855216
SK03G23,DMSO,-0.098912637,-0.1691988,0.070286163
SK03G24,DMSO,-0.052965519,-0.146217492,0.093251973
SK03H01,Sophocarpine,-0.313286976,-0.260894036,-0.05239294
SK03H02,Clomipramine HCl ,-0.399454164,-0.333971705,-0.065482459
SK03H03,Geniposidic acid,-0.304557999,-0.370905781,0.066347782
SK03H04,Azelastine HCl,-0.309381218,-0.435123154,0.125741936
SK03H05,Guanosine,-0.234746602,-0.489636759,0.254890157
SK03H06,Clomifene citrate ,-0.16879219,-0.279972814,0.111180624
SK03H07,Amfebutamone HCl,-0.212126442,-0.420718146,0.208591704
SK03H08,Tetracycline HCl,-0.121176544,-0.239209018,0.118032474
SK03H09,Pramipexole,-0.270687509,-0.403624063,0.132936554
SK03H10,Dimethyl Fumarate,-0.262182266,-0.347110258,0.084927991
SK03H11,Imatinib (STI571),-0.27500489,-0.183089488,-0.091915402
SK03H12,Acemetacin,-0.353843178,-0.334160589,-0.019682589
SK03H13,Moroxydine HCl,-0.303224613,-0.265567981,-0.037656631
SK03H14,Ribitol,-0.389345912,-0.333192411,-0.056153501
SK03H15,Ozagrel,-0.336303559,-0.295851599,-0.04045196
SK03H16,Omecamtiv mecarbil (CK-1827452),-0.34840849,-0.350280456,0.001871966
SK03H17,Roxithromycin ,-0.451765459,-0.2241226,-0.227642859
SK03H18,BMS-378806 ,-0.479410347,-0.357663421,-0.121746926
SK03H19,Naphazoline HCl ,-0.365440284,-0.27901869,-0.086421594
SK03H20,PF-04929113 (SNX-5422),-1.98836382,-1.259307604,-0.729056216
SK03H21,Asaraldehyde,-0.153402138,-0.421884498,0.26848236
SK03H22,Ciprofibrate,-0.150980284,-0.298329277,0.147348993
SK03H23,DMSO,-0.17554379,-0.285444502,0.109900712
SK03H24,DMSO,-0.099104483,-0.183854955,0.084750471
SK03I01,CGS 21680 HCl,-0.327749751,-0.285015248,-0.042734504
SK03I02,Emodin,-0.422112025,-0.533390215,0.111278189
SK03I03,AZD1480,-0.576844263,-0.814462923,0.23761866
SK03I04,Gynostemma Extract,-0.354443155,-0.517566027,0.163122871
SK03I05,LY2784544,-0.383417476,-0.271469865,-0.111947611
SK03I06,Kinetin,-0.262899029,-0.318919876,0.056020847
SK03I07,GSK461364,-2.740460142,-2.299968493,-0.440491649
SK03I08,Myricetin,-0.334231623,-0.595086584,0.26085496
SK03I09,OSI-420,-0.258551406,-0.432561277,0.174009871
SK03I10,Oridonin,-0.159228624,-0.32690665,0.167678026
SK03I11,CYT387,-0.149790552,-0.104372538,-0.045418014
SK03I12,Piperine,-0.301448463,-0.280017321,-0.021431141
SK03I13,VX-765,-0.354954469,-0.393148647,0.038194177
SK03I14,Shikimic Acid,-0.344879419,-0.270351604,-0.074527815
SK03I15,Degrasyn (WP1130),-3.671464753,-2.87367141,-0.797793343
SK03I16,Taxifolin (Dihydroquercetin),-0.462655999,-0.288992596,-0.173663402
SK03I17,Esculin,-0.453913381,-0.3563377,-0.097575681
SK03I18,Aloin,-0.620637573,-0.314229681,-0.306407892
SK03I19,Asiatic Acid,-0.447519965,-0.387956221,-0.059563745
SK03I20,Hordenine,-0.362071399,-0.332248196,-0.029823203
SK03I21,Chlorogenic Acid,-0.442857034,-0.346089143,-0.09676789
SK03I22,Sorbitol,-0.25815028,-0.39553312,0.137382841
SK03I23,DMSO,-0.121012291,-0.241985087,0.120972796
SK03I24,DMSO,-0.058863969,-0.085626695,0.026762726
SK03J01,Chrysophanic Acid,-0.311123756,-0.203601112,-0.107522644
SK03J02,Phenformin HCl,-0.25302981,-0.202310108,-0.050719702
SK03J03,Astragaloside A,-0.634666117,-0.453357157,-0.18130896
SK03J04,5-Aminolevulinic acid HCl,-0.597964747,-0.42380906,-0.174155687
SK03J05,Inosine,-0.278237652,-0.240136552,-0.0381011
SK03J06,Cloxacillin Sodium,-0.342881066,-0.274842892,-0.068038173
SK03J07,Benserazide HCl,-0.253797173,-0.432377118,0.178579945
SK03J08,Xylometazoline HCl,-0.313367842,-0.457826434,0.144458592
SK03J09,Domperidone ,-0.332732809,-0.295377313,-0.037355496
SK03J10,Miglitol,-0.209305583,-0.316809318,0.107503735
SK03J11,Itraconazole,-0.072717327,-0.033597563,-0.039119764
SK03J12,Tioxolone,-0.234099996,-0.23142891,-0.002671087
SK03J13,Mycophenolic acid,-0.438048365,-0.165843891,-0.272204474
SK03J14,Clorsulon,-0.222574621,-0.204214469,-0.018360152
SK03J15,Pancuronium dibromide,-0.395631442,-0.291678132,-0.10395331
SK03J16,OSI-027,-0.189397719,-0.009738788,-0.179658931
SK03J17,Scopolamine HBr,-0.327714711,-0.288421052,-0.039293659
SK03J18,NPS-2143,-0.119132932,0.025312234,-0.144445165
SK03J19,Epinephrine Bitartrate ,-0.250061451,-0.285197245,0.035135794
SK03J20,GSK2126458 (GSK458),-2.174343137,-0.934317949,-1.240025187
SK03J21,L-Ascorbyl 6-palmitate,-0.265514336,-0.299357775,0.033843439
SK03J22,PF-3845,-0.288534696,-0.256268105,-0.032266591
SK03J23,DMSO,-0.195937743,-0.189327228,-0.006610515
SK03J24,DMSO,-0.052395756,-0.047819,-0.004576756
SK03K01,Dabigatran Etexilate,-0.285324315,-0.138620311,-0.146704003
SK03K02,Enoxolone,-0.263531217,-0.137841592,-0.125689625
SK03K03,PF-4708671,-0.395439008,-0.354305225,-0.041133783
SK03K04,Hesperetin,-0.576206512,-0.343840875,-0.232365636
SK03K05,MLN2238,-3.084000686,-1.865573929,-1.218426757
SK03K06,L-(+)-Rhamnose Monohydrate,-0.411676556,-0.288791019,-0.122885537
SK03K07,R406,-0.358231593,-0.237165216,-0.121066377
SK03K08,Myricitrin,-0.389145103,-0.462289609,0.073144506
SK03K09,PIK-293,-0.17414207,-0.208810761,0.034668691
SK03K10,Orotic acid (6-Carboxyuracil),-0.205826981,-0.281861429,0.076034447
SK03K11,SB590885,-0.186088437,-0.031884387,-0.15420405
SK03K12,Puerarin,-0.22070508,-0.231847917,0.011142838
SK03K13, Eltrombopag Olamine,-0.262267911,-0.126950475,-0.135317437
SK03K14,Silibinin,-0.272682516,-0.123832041,-0.148850475
SK03K15,AR-42,-0.890165491,-0.682530503,-0.207634988
SK03K16,Tetrahydropapaverine HCl,-0.292735199,-0.155314947,-0.137420252
SK03K17,Aloe-emodin,-0.296364839,-0.243815872,-0.052548967
SK03K18,Ammonium Glycyrrhizinate,-0.320356962,-0.33386195,0.013504988
SK03K19,Azomycin,-0.343433191,-0.275423989,-0.068009203
SK03K20,Indirubin,-0.433318039,-0.341748959,-0.091569079
SK03K21,Chrysin,-0.317368224,-0.166747473,-0.150620751
SK03K22,Naringenin,-0.164353815,-0.234546054,0.070192239
SK03K23,DMSO,-0.204903014,-0.262730799,0.057827785
SK03K24,DMSO,-0.199798369,-0.162866526,-0.036931843
SK03L01,Curcumol,-0.227245017,-0.276788461,0.049543444
SK03L02,Ceftiofur HCl,-0.255791996,-0.214122335,-0.041669661
SK03L03,20-Hydroxyecdysone,-0.249722844,-0.183825057,-0.065897787
SK03L04,Daphnetin,-0.354675444,-0.250753383,-0.103922062
SK03L05,Tolbutamide,-0.416689037,-0.304769042,-0.111919995
SK03L06,Amoxicillin Sodium,-0.397978256,-0.331426648,-0.066551608
SK03L07,Bupivacaine HCl ,-0.254308456,-0.282477689,0.028169233
SK03L08,Phenacetin,-0.253068622,-0.420205371,0.167136748
SK03L09,Estriol,-0.277990521,-0.319568223,0.041577702
SK03L10,Pioglitazone ,-0.265430812,-0.184006243,-0.081424569
SK03L11,Lincomycin HCl ,-0.322592245,-0.137010674,-0.185581571
SK03L12,Dehydroepiandrosterone (DHEA),-0.270835797,-0.189505129,-0.081330667
SK03L13,Nateglinide,-0.318826473,-0.251968985,-0.066857488
SK03L14,Arecoline,-0.300111978,-0.123565555,-0.176546423
SK03L15,Phenoxybenzamine HCl,-0.343006347,-0.15519736,-0.187808987
SK03L16,Fostamatinib (R788),-0.3334956,-0.220526455,-0.112969145
SK03L17,Sotalol ,-0.334290531,-0.32223939,-0.012051141
SK03L18,DCC-2036 (Rebastinib),-0.178055547,-0.057549884,-0.120505663
SK03L19,L-Adrenaline,-0.243117482,-0.286786338,0.043668857
SK03L20,"5-hydroxymethyl Tolterodine (PNU 200577, 5-HMT, 5-HM)",-0.248229323,-0.282679421,0.034450098
SK03L21,Ritodrine HCl ,-0.274857044,-0.236311278,-0.038545766
SK03L22,Dolutegravir (GSK1349572),-0.431069475,-0.645240083,0.214170608
SK03L23,DMSO,-0.161351985,-0.284472696,0.12312071
SK03L24,DMSO,-0.187132793,-0.149571288,-0.037561505
SK03M01,LY2608204,-0.103180691,0.060343629,-0.16352432
SK03M02,Fisetin,-0.329336045,-0.245478896,-0.083857149
SK03M03,PD128907 HCl,-0.285115201,-0.190017256,-0.095097945
SK03M04,Hesperidin,-0.307161174,-0.301026433,-0.006134741
SK03M05,MLN9708,-2.937577889,-1.392087605,-1.545490284
SK03M06,Limonin,-0.323029756,-0.136355853,-0.186673903
SK03M07,CYT997 (Lexibulin),-3.019869836,-1.760318486,-1.259551351
SK03M08,Nalidixic acid ,-0.235066043,-0.278260609,0.043194566
SK03M09,Formestane,-0.363052399,-0.159693521,-0.203358878
SK03M10,Osthole,-0.261236657,-0.156168444,-0.105068213
SK03M11,Apatinib,-0.278059427,-0.129440251,-0.148619176
SK03M12,Quercetin Dihydrate,-0.407636269,-0.271014924,-0.136621345
SK03M13,LY2157299,-0.315356668,-0.216758734,-0.098597934
SK03M14,Silymarin,-0.205976719,-0.249299661,0.043322942
SK03M15,"BKM120 (NVP-BKM120, Buparlisib)",-0.080677513,-0.087644311,0.006966798
SK03M16,Troxerutin,-0.165225828,-0.311772644,0.146546816
SK03M17,Laetrile,-0.227688718,-0.193217848,-0.034470871
SK03M18,Biochanin A,-0.148535732,-0.088950137,-0.059585595
SK03M19,Baicalein,-0.375451741,-0.202566517,-0.172885225
SK03M20,Lappaconite HBr,-0.191414916,-0.193602187,0.002187271
SK03M21,Cinchonidine,-0.178631498,-0.124638485,-0.053993013
SK03M22,Salidroside,-0.138278844,-0.220668121,0.082389277
SK03M23,DMSO,-0.144893642,-0.145108517,0.000214876
SK03M24,DMSO,0.210020098,0.040163524,0.169856574
SK03N01,Cephalomannine ,-2.97978946,-1.8731821,-1.10660736
SK03N02,Scopine,-0.270162077,-0.13765457,-0.132507508
SK03N03,Ipriflavone (Osteofix),-0.391220209,-0.106831893,-0.284388316
SK03N04,Clarithromycin ,-0.146919858,-0.183250971,0.036331112
SK03N05,Levosimendan,-0.34022436,-0.168788876,-0.171435485
SK03N06,Isoprenaline HCl,-0.235090118,-0.282725208,0.04763509
SK03N07,Bethanechol chloride,-0.19201224,-0.221572416,0.029560176
SK03N08,Zidovudine ,-0.394675327,-0.676533668,0.281858341
SK03N09,Famciclovir ,-0.277659392,-0.077922163,-0.199737228
SK03N10,Tolvaptan,-0.185665178,-0.136061156,-0.049604022
SK03N11,Loperamide HCl,-0.178532623,-0.064189694,-0.114342929
SK03N12,Idebenone,-0.169846646,-0.184279852,0.014433206
SK03N13,Nitrendipine,-0.174020307,0.007988434,-0.182008741
SK03N14,Noradrenaline bitartrate monohydrate,-0.172149564,-0.19241889,0.020269326
SK03N15,Propafenone HCl,-0.251210624,-0.175354415,-0.075856209
SK03N16,LY2603618,-2.550742682,-2.343629383,-0.207113299
SK03N17,Spectinomycin HCl,-0.181936236,-0.14328839,-0.038647846
SK03N18,CCT128930,-0.181064238,-0.083481862,-0.097582376
SK03N19,Phenytoin sodium,-0.232154165,-0.199729018,-0.032425147
SK03N20,MK-0752,-0.263990538,-0.105703093,-0.158287445
SK03N21,Isoconazole nitrate ,-0.233674189,-0.084100773,-0.149573417
SK03N22,A-674563,-0.796446476,0.158248369,-0.954694844
SK03N23,DMSO,-0.111314683,-0.155273109,0.043958426
SK03N24,DMSO,-0.279251454,-0.124699582,-0.154551873
SK03O01,LY2886721,-0.137785393,-0.074812122,-0.062973272
SK03O02,Formononetin,-0.241830561,-0.201202556,-0.040628005
SK03O03,Rosuvastatin Calcium,-0.311712817,-0.204791981,-0.106920837
SK03O04,Honokiol,-0.302316354,-0.160544081,-0.141772272
SK03O05,SB743921,-2.904602345,-1.208720359,-1.695881987
SK03O06,Luteolin,-0.230073654,-0.185968521,-0.044105133
SK03O07,A-966492,-0.23562883,-0.227090808,-0.008538022
SK03O08,Naringin,-0.27357336,-0.264605434,-0.008967926
SK03O09,AZ 960,-0.410752368,-0.151817944,-0.258934425
SK03O10,Oxymatrine,-0.19085866,-0.140493125,-0.050365535
SK03O11,PF-3716556,-0.279319359,-0.227839854,-0.051479505
SK03O12,Rutaecarpine,-0.198693576,-0.136707888,-0.061985688
SK03O13,Telatinib,-0.122468226,-0.074847101,-0.047621126
SK03O14,Sinomenine,-0.212341546,-0.137710823,-0.074630724
SK03O15,CX-4945 (Silmitasertib),-0.225128718,-0.031939245,-0.193189474
SK03O16,Ursolic Acid,-0.194283086,-0.208038008,0.013754922
SK03O17,Andrographolide,-0.217002449,-0.272144393,0.055141944
SK03O18,Dioscin,-1.115307157,0.211114721,-1.326421878
SK03O19,Baicalin,-0.24751798,-0.234442659,-0.013075321
SK03O20,L-carnitine ,-0.316102877,-0.196223799,-0.119879079
SK03O21,Cryptotanshinone,-0.328244478,-0.231742364,-0.096502113
SK03O22,Palmatine chloride,-0.42757299,-0.441823575,0.014250585
SK03O23,DMSO,-0.291709275,-0.222269845,-0.06943943
SK03O24,DMSO,-0.189169818,-0.110379968,-0.07878985
SK03P01,10-Deacetylbaccatin-III,-0.234233288,-0.152835795,-0.081397493
SK03P02,Tiotropium Bromide hydrate,-0.180878703,-0.094055856,-0.086822847
SK03P03,(S)-10-Hydroxycamptothecin,-3.600576982,-3.474719098,-0.125857884
SK03P04,Rosiglitazone ,-0.085647375,-0.10413055,0.018483176
SK03P05,Gambogic Acid,-5.7815036,-5.587827061,-0.193676539
SK03P06,Medroxyprogesterone acetate,-0.194572061,-0.106103969,-0.088468093
SK03P07,Chlorpromazine HCl,-2.634105535,-0.97093052,-1.663175015
SK03P08,Quinapril HCl ,0.114327003,-0.16894197,0.283268973
SK03P09,Fenbendazole ,-0.814376481,0.188090475,-1.002466957
SK03P10,Pramiracetam,-0.061651968,-0.118090228,0.05643826
SK03P11,Manidipine,-0.197603073,-0.226878349,0.029275276
SK03P12,Mifepristone,-0.082945612,-0.144732301,0.061786689
SK03P13,Novobiocin Sodium ,-0.139326662,-0.125581103,-0.013745559
SK03P14,TAK-733,-0.005747377,0.300345148,-0.306092525
SK03P15,Quinine HCl Dihydrate,-0.049913996,0.17707672,-0.226990716
SK03P16,Tubastatin A HCl,-0.073317323,0.435783003,-0.509100326
SK03P17,Tenoxicam,-0.14761849,0.416500139,-0.564118629
SK03P18,A66,-0.066470526,0.459583444,-0.52605397
SK03P19,Phenytoin,-0.049536729,0.669047205,-0.718583934
SK03P20,WYE-125132 (WYE-132),-0.63719605,-0.09696759,-0.54022846
SK03P21,Econazole nitrate ,-0.060755711,0.567887351,-0.628643062
SK03P22,AS-252424,-0.105863396,0.457879914,-0.563743309
SK03P23,DMSO,0.133551646,0.74835977,-0.614808124
SK03P24,DMSO,0.155752762,0.784448909,-0.628696147
SK04A01,PF-00562271,-0.545536356,0.029456645,-0.574993001
SK04A02,Dabrafenib (GSK2118436),0.130078318,0.224587674,-0.094509356
SK04A03,CHIR-124,-3.891906837,-3.195021492,-0.696885345
SK04A04,Torin 2,-3.629590793,-3.16319088,-0.466399913
SK04A05,TG101209,-0.115586878,0.100702136,-0.216289014
SK04A06,JNJ-1661010,-0.024676904,-0.056711293,0.032034389
SK04A07,KX2-391,-3.059647685,-1.477299946,-1.582347739
SK04A08,SB269970 HCl,-0.079039358,-0.058966528,-0.02007283
SK04A09,ZM 336372,0.004893131,-0.04142103,0.04631416
SK04A10,StemRegenin 1 (SR1),-0.01159991,-0.148372017,0.136772107
SK04A11,AZ 3146,-0.122966819,-0.269999116,0.147032297
SK04A12,U-104,-0.059585342,-0.210747437,0.151162096
SK04A13,Anacetrapib (MK-0859),-0.015887533,-0.094306682,0.078419149
SK04A14,IKK-16 (IKK Inhibitor VII),-0.054399782,0.215356177,-0.269755959
SK04A15,NVP-BVU972,-0.041193249,-0.092620194,0.051426945
SK04A16,SB742457,-0.070654496,-0.113240221,0.042585725
SK04A17,MK-2461,-0.101739872,0.018237367,-0.119977239
SK04A18,S-Ruxolitinib (INCB018424),-0.141921061,-0.211592294,0.069671233
SK04A19,AZD2014,-0.742552293,-0.213471699,-0.529080594
SK04A20,WZ811,-0.161680132,-0.110340901,-0.051339231
SK04A21,"Sofosbuvir (PSI-7977, GS-7977)",-0.167840115,-0.171311031,0.003470916
SK04A22,Icotinib,-0.127470965,-0.253999466,0.1265285
SK04A23,DMSO,-0.193873143,-0.223762507,0.029889364
